,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment,Type ,Markets,Top Markets,Zone,Print-run,Publication,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26
CCD,Direct PO,Kolkata,Top 8 Markets,East,TOIKolkata City,1-TOI,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CSP,Direct PO,Kolkata,Top 8 Markets,East,TOIKolkata City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,Kolkata,Top 8 Markets,East,TOIKolkata City,1-TOI,0.1,0.1,0.6,0.6,0.7,0.8,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.7,0.3,0.3
Airport,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Airlines ,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,7.1,7.1,7.5,8.1,8.6,8.8,8.6,8.6,9.5,10.2,10.6,10.6,10.6,10.6,10.6,10.6
Metro Railways,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.1,5.2,5.5,5.5,5.5,5.8,5.8,6.8,6.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Roadways & Travel,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.3,1.3,0.7,0.7,0.7,0.7,0.9,0.8,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Hotel,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.0,2.0,2.1,2.1,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Hospital,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Offices & Banks,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saloon & Spa,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.3,4.3,4.3,4.3,4.3,3.9,1.2,2.1,4.6,4.8,5.1,5.1,5.9,5.9,5.9,5.9,5.9
ET IC,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CSP,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,Mumbai,Top 8 Markets,West 1,TOIMumbai City and Upcountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airport,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.5,1.7,1.7,1.7,1.8,1.8,1.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Airlines ,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.5,2.2,2.2,2.2,1.5,1.2,1.2,1.2,1.0,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3
Metro Railways,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.9,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
Roadways & Travel,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Hotel,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hospital,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offices & Banks,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saloon & Spa,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,1.1,1.1,1.6,1.6,0.8,0.5,0.5,0.5,0.8,0.9,0.7,0.7,0.9,1.1,1.1,1.3
ET IC,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CSP,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,Pune,Top 8 Markets,West 2,TOIPune City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airport,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
Airlines ,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.1,3.1,3.1,3.1,3.5,3.2,3.5,3.5,4.3,4.3,4.8,4.9,4.9,5.0,5.1,5.1,5.3
Metro Railways,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.6,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Roadways & Travel,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hotel,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2
Hospital,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offices & Banks,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.2,0.2,0.2,0.2
Saloon & Spa,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.4,3.1,3.1,3.1,2.8,2.8,1.6,1.6,1.6,1.7,2.2,1.7,2.2,2.3,2.0,2.4,2.1
ET IC,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSP,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,Ahmedabad,Top 8 Markets,West 2,TOIAhmedabad City and Gandhinagar,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airport,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Airlines ,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,15.5,15.5,14.9,15.0,15.8,15.5,15.6,15.8,15.7,14.9,13.8,14.3,15.4,15.7,15.9,16.0,16.0
Metro Railways,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
Roadways & Travel,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.3,1.3,1.2,1.2,0.9,0.7,0.9,1.0,0.9
Hotel,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.9,1.9
Hospital,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,1.2,1.3,1.3,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.5,1.7,1.8,1.8
Offices & Banks,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.4,0.4,0.4,0.4
Saloon & Spa,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.2,4.4,4.2,4.8,5.0,4.8,4.0,3.9,5.0,5.3,5.6,5.8,6.3,6.3,6.9,7.6,7.5
ET IC,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
CSP,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,Delhi,Top 8 Markets,North,TOIDelhi City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.9,7.8,3.8,1.0,0.0,0.0,0.0,0.0
Airport,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airlines ,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.1,1.0,1.0
Metro Railways,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roadways & Travel,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hotel,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hospital,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offices & Banks,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saloon & Spa,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.3,0.1,0.3,0.3,0.4,0.3,0.4,0.4,0.3,0.3,0.3
ET IC,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.2
CSP,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,Delhi UPC,Rest of India,North,TOIDehradun City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airport,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,4.5,5.9,6.0,6.0,6.0,5.9,6.0,6.0,6.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.8,6.0,6.0,6.0,6.0
Airlines ,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,0.7,0.7,0.6,0.6,0.4,0.3,0.7,1.4,1.6,1.7,1.7,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.8,1.9,1.9,1.9
Metro Railways,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,3.3,3.5,3.7,4.0,4.0,4.0,4.0,4.0,4.3,4.2,4.5,4.5,4.5,4.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Roadways & Travel,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.5,1.5,1.5,1.5,1.6,1.8,1.8,1.9,1.8,1.8
Hotel,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.1
Hospital,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
Offices & Banks,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,0.4,0.3,0.4,0.6,0.4,0.9,0.7,0.4,0.7,0.8,0.7,0.9,0.9,0.7,2.0,1.5,0.5,0.5,0.9,0.9,0.9,0.8,0.9,0.9,0.9
Saloon & Spa,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,0.9,1.4,1.4,1.3,2.0,3.6,4.6,4.9,5.1,2.9,3.4,2.6,2.6,2.5,1.6,0.9,3.9,4.3,6.5,6.0,5.7,6.0,5.8,6.5,6.5
ET IC,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
CSP,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,Bangalore,Top 8 Markets,South 1,TOIBangalore City,1-TOI,3.7,0.5,2.3,2.5,1.9,1.6,1.6,1.3,1.6,1.6,1.8,1.9,1.8,2.6,1.9,2.1,1.4,0.2,0.0,0.6,2.9,3.0,3.4,2.1,2.1
Airport,Direct PO,Chennai,Top 8 Markets,South 2,TOIChennai City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.0,3.0,3.0,3.0,3.0,3.0,3.8,3.3,3.3,3.3,3.3
Airlines ,Direct PO,Chennai,Top 8 Markets,South 2,TOIChennai City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Chennai,Top 8 Markets,South 2,TOIChennai City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.9,5.2,5.4,5.4,5.4,5.5,5.6,5.4,5.4,5.7,5.7,5.5,5.5,5.5,5.5,5.5
Metro Railways,Direct PO,Chennai,Top 8 Markets,South 2,TOIChennai City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.9,4.9,5.3,5.3,5.3,5.3,5.3,5.3,5.1,5.3,5.3,5.3,5.3,5.3,5.3
Roadways & Travel,Direct PO,Chennai,Top 8 Markets,South 2,TOIChennai City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.4,1.4,1.6,1.6,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.0,2.0,2.0,1.8,1.8
